soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments
Izzy Bizu,Tough Pill,ultimate,159,2020-08-13 00:54:21.957000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
J E T T A,I Wanna Know,indie,1155,2020-08-11 02:50:55.347000+00:00,jettagram,91,"11,155",157,2.12%,224.60,11.40
J Hus,Play Play (feat. Burna Boy),rap,634000.0,2020-08-12 20:37:12.196000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
J Orison,Open Letter (Demo),ultimate,100,2020-08-16 18:25:13.740000+00:00,section436,n/a,n/a,n/a,n/a,n/a,n/a
J o j o o o milk • Slowed it....,C h e r r y  Flavoured-The Neighbourhood(S l o w e d+reverb),ultimate,18700.0,2020-08-14 03:46:49.299000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
J. Cole,Lion King On Ice,rap,649000.0,2020-08-12 19:31:10.296000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
J.I.,Need Me,rap,2070000.0,2020-08-12 20:48:04.101000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
J22Beatz,"""High Life"" - TyFontaine x Lil Uzi Vert ft. The Kid LAROI Type Beat (Prod. J22Beatz)",ultimate,42,2020-08-16 19:02:24.703000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JACKBOYS,"JACKBOYS, Pop Smoke & Travis Scott - GATTI",rap,3100000.0,2020-08-12 19:35:50.481000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JACKPØT,Yellow Claw & Crisis Era - Free Your Mind (JACKPØT REMIX)[FREE DOWNLOAD],ultimate,1653,2020-08-14 00:04:06.475000+00:00,its_jackpotmusic,n/a,n/a,n/a,n/a,n/a,n/a
JAY OLE HOTAZZ,la capone Play For Keeps,rap,208000.0,2020-08-12 19:39:08.989000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JAY1,TEE (feat. Loski),rap,80200.0,2020-08-11 23:44:26.945000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JAZ KARIS,Hold You,ultimate,636,2020-08-13 01:02:58.995000+00:00,jaz_karis,47,"25,028","1,058",8.98%,"2,191.85",55.30
JB SCOFIELD,Crazy Cousins Freestyle,rap,2592,2020-08-12 19:34:34.295000+00:00,jbscofield_,34,"53,130",984,16.19%,"8,342.32",257.52
JDRMadeThis,"[FREE] Gucci Mane x Future Type Beat - ""Time""",ultimate,165,2020-08-16 18:59:47.395000+00:00,jdrmadethis,n/a,n/a,n/a,n/a,n/a,n/a
JGS & AMMO-T PRODUCTIONS,JGS & AMMO - T - Forget You (Free Download),ultimate,2241,2020-08-16 19:05:29.920000+00:00,jgsammotproductions,n/a,n/a,n/a,n/a,n/a,n/a
JGrrey,Ain't So,ultimate,3613,2020-08-13 01:06:20.606000+00:00,jgrrey,26,"61,189",950,7.48%,"4,481.45",93.75
JLS,One Shot,rap,15300.0,2020-08-12 21:11:22.513000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JOHN (TIMESTWO),Western Wilds,ultimate,26,2020-08-13 03:27:04.818000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JULIUS DE-LA ROSE,Patek Water (DED FED) Remix - Future,rap,13400.0,2020-08-12 20:19:10.635000+00:00,juliusdelarose,n/a,n/a,n/a,n/a,n/a,n/a
JUNGLE.,Busy Earnin',indie,2280000.0,2020-08-11 02:59:00.884000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jack Beattie♕,We Don't Need No Sleep,ultimate,13100.0,2020-08-13 23:52:12.167000+00:00,jackbeattie_,n/a,n/a,n/a,n/a,n/a,n/a
Jack Finney,Sundara Karma - Live at TRNSMT 2017,indie,579,2020-08-11 02:57:39.161000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) (Remix)",rap,5230000.0,2020-08-12 19:31:43.177000+00:00,jackharlow,311,"1,090,489",996,14.18%,"152,170.00","2,407.90"
Jack Penate,Torn on the Platform,indie,447,2020-08-11 00:24:57.749000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jacquees,Put In Work,ultimate,4030000.0000000005,2020-08-13 00:57:15.238000+00:00,jacquees,33,"4,667,926",165,1.91%,"88,244.40","1,092.45"
Jade Emperor,Greener - OUT NOW,ultimate,17,2020-08-13 01:06:34.572000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jaheira88,It's oh so quiet - Bjork Version (Vocal Cover by Flavia),indie,45900.0,2020-08-11 14:19:24.866000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jaido P,Tesina pot ft. Olamide,rap,559,2020-08-11 23:20:45.819000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jake Banfield,Jake Banfield - Numb,ultimate,11600.0,2020-08-14 03:21:35.928000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jake Isaac,"Brother (feat. Bianca Rose, Guvna B & Joshua Luke Smith)",ultimate,63,2020-08-13 01:02:43.836000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
James,Sit Down,indie,21800.0,2020-08-11 14:05:46.108000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
James Blake,Are You Even Real?,indie,105000.0,2020-08-11 01:33:02.014000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
James Daniels,Drilla J x P.Dough - Lonsdale Creps,ultimate,30900.0,2020-08-14 02:55:41.210000+00:00,visualjdaniels,n/a,n/a,n/a,n/a,n/a,n/a
James Lovett,So Hooked On Your Loving,ultimate,8847,2020-08-13 23:54:55.568000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
James Vincent McMorrow,Headlights,indie,6495,2020-08-11 02:53:20.668000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jamie Munro,Sunrise BOUNCY (sped Up),ultimate,7920,2020-08-16 19:05:19.753000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jamie T Music,Sheila,indie,46800.0,2020-08-11 14:02:09.194000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jamie xx,Jamie xx - Idontknow,indie,12500.0,2020-08-11 00:29:31.885000+00:00,jamie___xx,n/a,n/a,n/a,n/a,n/a,n/a
Jarami,Hold On,ultimate,2239,2020-08-13 16:47:04.343000+00:00,jaramimusic,50,"9,520",272,4.55%,399.65,33.05
Jaspa Muzik,THE FARMER NAPPY PROJECT,ultimate,555,2020-08-16 19:12:20.331000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Javed Moore,Jav's Garage & Soca classics Mixdown 2020,ultimate,7,2020-08-16 19:11:49.172000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jay Aake,Do You Ever Think Of Me,indie,344000.0,2020-08-11 00:49:12.303000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jay Gwuapo,Back To Back,rap,455000.0,2020-08-12 19:39:59.470000+00:00,jaygwuapo_,1,"1,196",30,--,0.00,0.00
Jay Sean,Down (feat. Lil Wayne),rap,344000.0,2020-08-12 21:07:09.552000+00:00,jaysean,"2,394","535,371",411,1.31%,"6,810.85",182.65
Jay Shalé,DJ Shalé - Mondaze Ep 4,ultimate,5505,2020-08-16 18:29:02.101000+00:00,jay_shale,"1,099","172,707","3,635",1.73%,"2,906.25",81.50
Jayda G,Are U Down,indie,11500.0,2020-08-11 00:26:28.978000+00:00,jaydagmusic,355,"60,216",756,2.82%,"1,656.45",41.80
Jaymie Silk,Jaymie Silk - Same For Me,indie,0,2020-08-11 00:43:50.279000+00:00,jaymiesilk,455,"1,372",716,6.76%,78.90,13.90
Jean Souza 6,Ash - Girl From Mars,indie,24300.0,2020-08-11 14:10:34.683000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jee Juh Beats,"Dark Trap Type Beat (Future, 21 Savage Type Beat) - ""Losses"" - Rap Instrumentals",ultimate,2223,2020-08-16 19:02:21.036000+00:00,jeejuh,n/a,n/a,n/a,n/a,n/a,n/a
Jeremy Stott,Resist,ultimate,422,2020-08-13 23:47:55.665000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jeroen94,SecondCity - I Enter,ultimate,843000.0,2020-08-13 16:39:33.783000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jess Bays,In This Alone (OUT NOW),ultimate,613,2020-08-13 16:42:06.838000+00:00,jessbaysdj,"4,483","26,883","4,085",2.03%,516.10,30.70
Jess Benko,September 13th,indie,8008,2020-08-11 00:57:56.647000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JessieWare,Wildest Moments,indie,18200.0,2020-08-11 02:58:48.160000+00:00,jessieware,"3,375","316,106","3,039",3.42%,"10,558.70",258.50
Jessy Lanza,Over And Over,ultimate,0,2020-08-13 14:29:11.370000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jhené Aiko,B.S. (feat. H.E.R.),ultimate,3340000.0,2020-08-13 01:14:17.932000+00:00,jheneaiko,"2,394","10,926,062",124,2.99%,"325,668.00","1,232.25"
Jim-E Stack,Note To Self ft. Empress Of,indie,2027,2020-08-11 01:32:35.417000+00:00,jimestack,n/a,n/a,n/a,n/a,n/a,n/a
Joe,Installment 4.,ultimate,44,2020-08-14 02:59:13.926000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Joe Hertz,Used,ultimate,2347,2020-08-13 01:07:55.777000+00:00,joehertzmusic,149,"12,721",991,5.00%,608.10,28.35
Joe Turner,Malibak,indie,7583,2020-08-11 00:43:30.215000+00:00,joeturnerr,480,"1,306",913,6.64%,79.55,7.20
Joesef,I Wonder Why,indie,1741,2020-08-11 01:32:15.551000+00:00,joesefjoesefjoesef,171,"10,952",161,12.73%,"1,366.00",27.95
Johan Thomas,Rush Hour Hard Dance Mix 2020 Part 2,ultimate,1433,2020-08-14 00:02:12.610000+00:00,johanthomas1993,n/a,n/a,n/a,n/a,n/a,n/a
John Summit,John Summit - Deep End,ultimate,149000.0,2020-08-13 03:30:08.208000+00:00,itsjohnsummit,191,"20,829",992,12.67%,"2,420.95",219.00
Johnny Freyre Castillo,Ama Tu Tierra,ultimate,12,2020-08-14 03:12:49.150000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jonna Fraser,Kalmeer,rap,553,2020-08-11 23:22:25.310000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jonny Sum,Mood100,ultimate,1067,2020-08-13 16:49:53.983000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jordan Suaste,Body (Acoustic),ultimate,13000.0,2020-08-14 03:21:22.297000+00:00,jordansuaste,106,"50,549",240,22.40%,"11,037.20",285.55
Jordy Chandra,At Night I Miss You the Most,indie,66200.0,2020-08-11 00:47:05.836000+00:00,jordychandra,145,"3,204",646,9.19%,276.05,18.55
Joris Voorn,District Seven,ultimate,645,2020-08-13 16:51:40.881000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Jorja Smith,Jorja Smith - By Any Means,rap,31000.0,2020-08-12 19:30:23.167000+00:00,jorjasmith_,569,"3,355,513",864,11.47%,"382,178.00","2,546.05"
Josh O'connor,BBCC Bad Boy Chiller Crew - 450 ft. S Dog,ultimate,147000.0,2020-08-13 23:51:19.932000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JoshTorrens,rain over me fuk your phase 3,ultimate,25900.0,2020-08-16 19:05:15.272000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Josie Man,Colours,indie,4826,2020-08-11 18:35:03.187000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Joy Division,Love Will Tear Us Apart,indie,0,2020-08-11 14:07:19.869000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JuBeatz,"(FREE) [PIANO] Toosii x Rylo Rodriguez Type Beat 2020 ""Retention"" (prod. JProductions x Vert)",ultimate,17,2020-08-16 19:04:04.077000+00:00,1solid.j,2,"5,270",256,--,0.00,0.00
Juice Menace,Sundown,rap,151,2020-08-12 19:40:56.637000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Juice WRLD,Blood On My Jeans,rap,10300000.0,2020-08-12 20:21:19.897000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Juicy J,GAH DAMN HIGH (feat. Wiz Khalifa),rap,28900.0,2020-08-12 20:38:05.198000+00:00,juicyj,37,"3,187,311",571,0.50%,"15,446.50",419.50
Julia Jacklin,Someday (triple j Like A Version),indie,3730,2020-08-11 18:47:29.081000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Julia Mosley,King Of Serenity (Julia Mosley Band),ultimate,34,2020-08-14 03:01:16.225000+00:00,juliarachelmosley,n/a,n/a,n/a,n/a,n/a,n/a
Juls,Juls x Kairo - Blessed 🙏,rap,1067,2020-08-12 19:32:17.200000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
JuniorSanchez,Looking 4 love,ultimate,5869,2020-08-13 16:54:06.384000+00:00,juniorsanchezofficial,"4,650","41,395",993,0.82%,324.85,13.05
Just Kiddin,Time Alone,ultimate,11300.0,2020-08-13 03:38:34.749000+00:00,wearejustkiddin,488,"7,524","1,699",2.76%,191.65,15.80
Justin Bieber,Get Me (feat. Kehlani),ultimate,137000.0,2020-08-13 14:24:42.595000+00:00,justinbieber,"5,657","144,734,220",458,0.90%,"1,299,470.00","7,890.40"
K Camp,Lottery (Renegade) (Quavo Remix),rap,72000.0,2020-08-12 20:50:53.927000+00:00,kcamp,44,"1,144,967",327,1.61%,"17,889.70",543.45
K'von,Again,ultimate,1380,2020-08-16 18:22:22.597000+00:00,iamkvon._,n/a,n/a,n/a,n/a,n/a,n/a
K-Trap,Shivers,rap,13300.0,2020-08-12 19:41:32.384000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
K.I.G,"Head, Shoulders, Kneez & Toez (Original Club Mix)",rap,0,2020-08-12 21:06:20.873000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KALLITECHNIS,I don't - LOXE & Maths Time Joy Remix,ultimate,1417,2020-08-13 00:59:49.507000+00:00,kallitechnis,"1,091","6,694","1,071",5.81%,366.85,21.95
KB,10K,rap,2683,2020-08-12 20:14:14.153000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KID BRUNSWICK,Prescription Kid,ultimate,2406,2020-08-13 14:56:26.588000+00:00,kidbrunswick,n/a,n/a,n/a,n/a,n/a,n/a
KO,Captain,rap,1229,2020-08-12 19:44:21.975000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KS,The 1st,ultimate,3648,2020-08-13 23:53:50.140000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KSI,Lighter (feat. KSI),ultimate,623000.0,2020-08-13 23:49:48.503000+00:00,ksi,179,"8,415,284",438,7.75%,"643,750.00","8,695.45"
KUU,How Could I Ever (feat. Shungudzo),indie,14000.0,2020-08-11 00:26:22.798000+00:00,kuumusic,27,366,3,4.45%,41.95,2.30
Kaci-lea Lynch,KC F*CKEN LEA,ultimate,27500.0,2020-08-13 23:49:57.471000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kacy Hill,Porsche,indie,11100.0,2020-08-11 18:44:41.854000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kaiser Chiefs,I Predict A Riot,indie,50700.0,2020-08-11 14:08:32.692000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kaitlyn Aurelia Smith,Lagoon,indie,337,2020-08-11 00:44:01.598000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kalan.frfr,Right Wit It (Remix) [feat. YG],rap,74100.0,2020-08-12 20:45:26.268000+00:00,kalan.frfr,33,"149,064","2,450",6.25%,"9,082.50",236.80
Kaltrina,Billie Eilish - When The Party's Over (cover),indie,3360000.0,2020-08-11 01:30:13.474000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kamille,Somebody (feat. Ebenezer),ultimate,582,2020-08-13 01:01:48.263000+00:00,kamille,212,"195,296","1,661",7.54%,"14,630.80",89.00
Kanye West,Don't Like.1,rap,318000.0,2020-08-12 19:37:08.228000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KarenHarding,Karen Harding X Digital Farm Animals - Undo My Heart,ultimate,18100.0,2020-08-13 03:31:38.576000+00:00,karenharding,"1,656","17,812","2,033",1.43%,239.35,14.90
Kartell,All in feat. Che Lingo,ultimate,27300.0,2020-08-13 01:00:20.830000+00:00,kartellmusic,8,"11,793",358,4.59%,509.00,32.25
Kate Bollinger,A Couple Things,indie,1333,2020-08-11 19:53:32.809000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Katenash,Foundations,indie,31300.0,2020-08-11 14:05:36.368000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Katy B,Lights On (Single Mix) [feat. Ms Dynamite],rap,18400.0,2020-08-12 21:06:37.190000+00:00,katyb,14,"121,688","2,188",4.07%,"4,798.93",149.36
Kaxi,idk,indie,4,2020-08-11 00:52:11.556000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Keaton Henson,Ontario,indie,341,2020-08-11 01:14:36.185000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Keemo Bankz,Demon Call,rap,13,2020-08-12 19:37:15.487000+00:00,keemobankz,25,"1,463","2,361",1.65%,22.75,1.40
Kehlani,F&MU,ultimate,4280000.0,2020-08-13 01:16:33.504000+00:00,kehlani,792,"11,829,401","2,231",5.55%,"652,135.00","3,948.05"
Kei HM -Annex-,Till We Meet Again (Kei HM featuring emilyn),ultimate,15,2020-08-14 03:05:51.794000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Keinemusik,"Keinemusik (Rampa, Adam Port, &ME) - Muyè",ultimate,485000.0,2020-08-13 16:52:59.806000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kelliam Beats,'SILLY'' - Unkown T X G4 Boyz X Chief Keef UK/NY DRILL Type Beat 2020 | (Prod Kelliam Beats),ultimate,57,2020-08-16 19:04:52.700000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kelly Lee Owens,On,indie,2684,2020-08-11 00:28:45.523000+00:00,kellyleeowens,25,"17,002",490,6.66%,"1,105.70",26.10
Kelly Rowland,COFFEE,ultimate,309000.0,2020-08-13 01:16:02.250000+00:00,kellyrowland,"1,057","10,413,554","1,003",1.80%,"185,687.00","2,120.05"
Kendrikkanata,Ada Band - Kau Auraku (Cover By Kendrik Kanata),ultimate,9636,2020-08-14 03:18:33.816000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KennyHoopla,how will i rest in peace if i'm buried by a highway?//,indie,108000.0,2020-08-11 01:26:53.057000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kevin McKay,Such A Good Feeling (Earth n Days Remix),ultimate,119,2020-08-13 16:44:27.968000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Khalid,Eleven (feat. Summer Walker),ultimate,51200.0,2020-08-13 01:13:30.639000+00:00,thegr8khalid,139,"7,697,443","1,552",5.46%,"417,804.00","2,299.20"
KhruangBin,C-Side,indie,41700.0,2020-08-11 18:46:35.040000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KiDi,Say Cheese,rap,11500.0,2020-08-12 20:23:56.900000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KiNK,Leko (Session Victim Remix),ultimate,18300.0,2020-08-13 16:53:16.900000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kiana Ledé,Chocolate. (feat. Ari Lennox),ultimate,207000.0,2020-08-13 01:17:20.368000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kid Cudi,"Kid Cudi, Eminem - The Adventures Of Moon Man & Slim Shady",rap,100000.0,2020-08-12 20:15:29.430000+00:00,kidcudi,n/a,n/a,n/a,n/a,n/a,n/a
Kid Kapichi,Working Man's Town,ultimate,422,2020-08-13 15:05:19.300000+00:00,kidkapichi,561,"8,520",445,6.01%,500.30,11.50
Kideko,The Fire,ultimate,14700.0,2020-08-13 16:42:39.564000+00:00,kidekomusic,"1,078","11,511",925,1.98%,214.45,13.35
Kilder,Backwards (feat. LYZZA),indie,607,2020-08-11 00:46:57.813000+00:00,thiskilder,7,606,160,11.68%,112.43,14.57
Kina,Wish I Was Better,indie,128000.0,2020-08-11 01:00:34.931000+00:00,kinabeats,213,"132,691",389,8.13%,"10,588.40",197.95
King G,Call Me Up,ultimate,250000.0,2020-08-14 03:51:26.034000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
King Princess,Ain't Together,indie,33300.0,2020-08-11 20:14:01.743000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
King Von,Took Her To The O,rap,8550000.0,2020-08-12 19:36:51.307000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kings of Leon Official,The Bucket,indie,17300.0,2020-08-11 14:04:17.593000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kio,Shadows (ft. Neo) [prod. CapsCtrl],ultimate,246,2020-08-14 02:56:21.107000+00:00,kio.qu,n/a,n/a,n/a,n/a,n/a,n/a
Kllo,My Gemini,indie,0,2020-08-11 00:26:50.337000+00:00,kllomusic,n/a,n/a,n/a,n/a,n/a,n/a
Koffee,Lockdown,rap,19000.0,2020-08-12 19:30:42.089000+00:00,originalkoffee,16,"1,214,080",80,16.47%,"195,997.00","3,943.44"
Konan and Krept,I Spy (feat. Headie One & K-Trap),rap,194000.0,2020-08-12 20:25:58.222000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Koomz,Mariah (Remix) [feat. Sneakbo],rap,35700.0,2020-08-12 20:29:23.319000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kourtnei O Romig,Breadcrumbs - Andy Leon - VOICE COVER,indie,4,2020-08-11 00:48:16.838000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Krill,Denshou No Shi -Nervus,ultimate,533,2020-08-13 03:26:37.041000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Krizbeatz_,African Time,rap,153,2020-08-11 23:22:58.828000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Krystal Roxx,100%,ultimate,12,2020-08-13 03:36:47.578000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
KylahShanae,Slow Motion - kylah shanae,ultimate,9258,2020-08-14 04:03:09.094000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Kölsch,Kölsch - The Great Consumer,indie,8648,2020-08-11 00:44:42.406000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
L O I C K,"Whatever You Like (feat. Aida Lae, Mr Eazi & Wretch 32)",rap,40000.0,2020-08-12 20:35:17.047000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
L!na,DAYDREAM,ultimate,415,2020-08-14 03:19:15.559000+00:00,_l1n4._,n/a,n/a,n/a,n/a,n/a,n/a
L2Share♫108,"KANG DANIEL - 깨워 (Who U Are) / Waves (feat. 사이먼 도미닉, Jamie) / Flash / Runaway (feat. 염따 (YUMDDA))",ultimate,24900.0,2020-08-14 03:56:12.442000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LA PRIEST,Rubber Sky (Edit),indie,180,2020-08-11 01:34:22.678000+00:00,trulylapriest,84,"3,862",23,9.68%,361.15,12.80
LARRY PINK THE HUMAN,MIGHT DELETE LATER,indie,32,2020-08-11 01:14:09.547000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LCD Soundsystem,All My Friends (Edit),indie,0,2020-08-11 14:03:11.933000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LD,This Side,rap,415,2020-08-12 19:42:15.847000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LEFTWING : KODY,Purple Sunshine (feat. Leo Stannard),ultimate,8299,2020-08-13 03:35:48.516000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LEO BHANJI,Blade Of Hope,indie,1081,2020-08-11 00:47:37.880000+00:00,leobhanji,87,"3,064",586,9.61%,284.35,10.25
LIKE THAT UNDERGROUND,Premiere: Roy Davis Jr & Terry Dexter - Just A Little Bit of Love (Lonely C Remix),indie,1474,2020-08-11 00:54:07.937000+00:00,likethatunderground,440,"8,432","1,162",0.96%,80.35,0.40
LIL UZI VERT,Future & Lil Uzi Vert - Over Your Head,ultimate,3660000.0,2020-08-13 23:50:07.857000+00:00,liluzivert,n/a,n/a,n/a,n/a,n/a,n/a
LLAMAR,Don't Leave Me Now (Philip Simons Remix),ultimate,43500.0,2020-08-13 23:50:25.949000+00:00,llamar_official,57,142,315,1.27%,5.75,0.65
LOOK MUM NO COMPUTER,Stand And Deliver,ultimate,1268,2020-08-13 03:29:19.754000+00:00,lookmumnocomputer,918,"67,790",873,2.76%,"1,826.75",44.25
LOW STEPPA,Low Steppa feat. Reigns - Weekend Love,ultimate,6366,2020-08-13 23:33:36.247000+00:00,lowsteppa,"3,455","96,062","2,127",1.73%,"1,535.55",129.80
LP Giobbi,Meet Again Ft Little Boots,ultimate,9115,2020-08-13 03:34:13.767000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
LSway,Chris Brown - Lady In The Glass Dress (LSWAY COVER),ultimate,3111,2020-08-16 18:26:00.436000+00:00,lswayofficial,1,"36,443",1,7.24%,"2,580.00",60.00
La Roux Official,Bulletproof,indie,283000.0,2020-08-11 14:00:42.904000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Labrinth,Let the Sun Shine,rap,33200.0,2020-08-12 20:59:42.787000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Lala Lala,€ € € €^^%%!!!!!heaven!!!!!!,indie,15,2020-08-11 01:33:27.359000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Landon Sears,Teardrops to a Glass Eye,indie,2057,2020-08-11 01:27:44.149000+00:00,landon_sears,21,774,490,13.20%,170.05,17.15
Lane 8,Lane 8 & Kasablanca - Run (Extended Mix),indie,30400.0,2020-08-11 00:27:01.222000+00:00,lane8music,n/a,n/a,n/a,n/a,n/a,n/a
LançamentosDoTrap2k20,Borges - Lei Áurea (Prod. L3ozin),ultimate,2742,2020-08-16 19:04:36.907000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Larkins,Pieces,indie,193,2020-08-11 02:56:41.209000+00:00,larkinsband,76,"29,931",955,4.86%,"1,420.20",33.35
Lauren Lo Sung,Lauren Lo Sung - Lucid Dream (Original Mix),ultimate,1264,2020-08-13 16:44:02.312000+00:00,laurenlosung,"2,672","24,014",969,2.25%,509.80,29.55
Lav,Wavvy,indie,24500.0,2020-08-11 00:59:38.353000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Lawless Inc.,Lil Bibby Ft. King Louie - Thats how we move,rap,8670000.0,2020-08-12 19:38:26.597000+00:00,lawlessinc,"1,391","4,311","1,456",0.96%,39.95,1.45
Lawro Beats,Pop Smoke x Travis Scott NY/UK Drill Type Beat 'PLUTO' [Kyle Beats Contest] [Prod. Lawro Beats],ultimate,106,2020-08-16 19:05:03.738000+00:00,lawrobeats,n/a,n/a,n/a,n/a,n/a,n/a
Lazarus Kane,Lazarus Kane - Night Walking,indie,638,2020-08-11 01:32:01.926000+00:00,lazaruskaneusa,n/a,n/a,n/a,n/a,n/a,n/a
LeJit,Tell Me Why Im Waiting - LeJit,ultimate,6759,2020-08-13 16:43:46.130000+00:00,lejitofficial,10,"1,971",678,27.79%,505.70,42.10
LeaninTV,[FREE] Freak Drill Type Beat | OUTCRY | Glitchy Free Drill Instrumental (Prod. by 2Syit),ultimate,392,2020-08-16 19:03:41.441000+00:00,leanintv,56,"7,034",117,--,0.00,0.00
Lee Keenan Bootlegs,Lee Keenan - My Heart Will Go Out Of The Blue (Free Download),ultimate,8133,2020-08-13 23:54:08.689000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
