soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments,Engaged Fans
Raleigh Ritchie,Party Fear,indie,6626,2020-08-11 01:13:39.105000+00:00,raleighritchie,,,,,,,
Ramz,Scratch Cards,rap,21500,2020-08-12 19:43:11.660000+00:00,ramonerochester,130,"192,688",510,3.89%,"7,399.25",88.2,7496
Rasster,SAD (Imanbek xxx Remix),ultimate,160000,2020-08-13 03:30:38.556000+00:00,rasster,165,"30,086",573,2.08%,576.10,50.2,626
Rasťo Tužinčin,Ecco2k - Life After Life (13th Track from CD),ultimate,19000,2020-08-14 03:17:35.130000+00:00,,,,,,,,
Razorlight,America,indie,0,2020-08-11 14:08:52.800000+00:00,,,,,,,,
Re-Style,Re-Style & Rayvolt - Enrapture,ultimate,12100,2020-08-16 19:07:40.965000+00:00,djrestylemusic,100,"32,454",329,3.52%,"1,071.20",70.15,1142
Real Lies,UNREAL RADIO I,indie,2106,2020-08-11 00:27:33.171000+00:00,real_lies_,,,,,,,
RealGeko,Tantrum,rap,2310,2020-08-11 23:18:46.004000+00:00,realgeko,137,"315,989",686,6.22%,"19,320.30",321.4,19655
Rebūke,Rebuke - Dial Tone (Original Mix),ultimate,8113,2020-08-13 16:41:06.810000+00:00,rebukemusic,301,"41,952",983,3.50%,"1,409.35",60.3,1468
Red Bull Music Academy,"Matt Karmil ""Sourced"" [First Floor Premiere]",ultimate,8022,2020-08-13 23:48:04.781000+00:00,rbma,"4,416","112,592","2,091",0.63%,702.45,11.4,709
Red Bull Records,The Aces - Daydream,indie,29500,2020-08-11 02:55:29.582000+00:00,redbullrecords,917,"24,151",211,0.57%,132.1,6.75,138
Redlight UK,Get Out My Head,ultimate,0,2020-08-13 03:38:49.614000+00:00,redymixdmt,,,,,,,
RedymixDMT,Soca Saves Lives Cropover Edition (Barbados Soca),ultimate,1094,2020-08-16 19:11:01.426000+00:00,shomarikrl,715,"3,824","1,030",2.78%,0,0,106
Reflection Music Group,Parris Chariz - Hunger Games (2045),rap,1006,2020-08-12 20:15:12.371000+00:00,rmgmusic,"1,544","22,452",9,1.19%,259.7,7,267
Remedee,Love of My Life (feat. Not3s & Young Adz),rap,118000,2020-08-12 20:26:07.417000+00:00,remedee_,,,,,,,
Renato Rocha,Você de Mim Não Sai (Ao Vivo),ultimate,1,2020-08-14 03:15:05.028000+00:00,renatosilvarj,124,"15,595","2,250",5.25%,0,0,819
Renni Rucci,07. PLAY WIT IT,rap,13100,2020-08-12 20:46:08.670000+00:00,rennirucci_,191,"943,610","4,909",2.27%,"21,118.40",274.4,21420
Resident Advisor,RA.739 Jayda G,ultimate,14600,2020-08-13 23:52:24.085000+00:00,resident_advisor,"4,803","596,842","1,003",0.18%,"1,056.85",12.95,1074
Revealed Family IDs,Destiny's Child - Say My Name (Dimitri Vegas & Like Mike Vs. W&W Festival Mix),ultimate,786,2020-08-13 03:31:22.653000+00:00,revealedfamily,434,"8,455",184,6.44%,525.45,18.65,545
Revealed Recordings,Ryos - Hey Child,ultimate,13200,2020-08-14 00:04:28.715000+00:00,revealedrec,"3,351","880,810",162,0.47%,"4,086.00",48.45,4140
Reverend And The Makers,Heavyweight Champion Of The World,indie,0,2020-08-11 14:05:17.132000+00:00,reverend_makers,902,"17,836",203,1.98%,338.6,14.85,353
Rhyemusic,Please (Jeff Samuel Remix),ultimate,4568,2020-08-13 23:45:27.521000+00:00,rhye,"1,690","85,705","4,212",3.34%,"2,809.55",49.85,2863
RicoTheDJ🇯🇲,IF JAB WAS A YAADIE 2020 - GRENADA SOCA MIXTAPE,ultimate,834,2020-08-16 19:10:09.496000+00:00,ricothedj876,6,377,377,5.92%,61.5,1.83,22
Rigor Mendrez,Wiz Khalifa- Take Away No one can Take Away from me VO6YXXxoPNE hi,indie,147000,2020-08-11 00:28:06.025000+00:00,,,,,,,,
Rikshaw,Feels Like Summer,rap,205,2020-08-12 20:27:22.684000+00:00,rikshaww_,7,659,460,9.67%,117.43,5,64
Riley Matthew,baby blue (video in desc),ultimate,648,2020-08-14 02:59:49.229000+00:00,,,,,,,,
Riscas,Talk Your Mind,indie,18,2020-08-11 13:53:41.519000+00:00,riscasmusic,,,,,,,
Rita Ora,R.I.P. (feat. Tinie Tempah),rap,13800,2020-08-12 21:04:07.939000+00:00,ritaora,"3,561","16,096,858","1,027",2.26%,"362,611.00","1,875.90",363789
Riton,Rinse & Repeat (Radio Edit) [feat. Kah-Lo],ultimate,5829,2020-08-13 03:42:22.909000+00:00,ritontime,9,"16,796",13,0.69%,106.11,9.11,116
Rival Consoles,Sudden Awareness of Now,indie,486,2020-08-11 00:27:21.236000+00:00,rivalconsoles,,,,,,,
Rizzle Kicks,Mama Do The Hump,rap,34900,2020-08-12 21:06:52.464000+00:00,rizzlekicktures,,,,,,,
Ro James XIX,Be Mine,ultimate,6989,2020-08-13 01:17:05.501000+00:00,rojamesxix,67,"173,807","2,682",2.01%,"3,329.95",157.4,3494
Rob IYF (The Watchmen),Rob IYF & Monster - Kill 'Em All (Teaser),ultimate,10900,2020-08-13 23:56:15.005000+00:00,rob_iyf,,,,,,,
Robbie,Cavetown - Smoke Signals (feat. Tessa Violet),indie,46300,2020-08-11 00:58:04.946000+00:00,,,,,,,,
Roberson Cassol,Miguel Campbell - Something Special (Original Mix),ultimate,373000,2020-08-13 16:39:53.200000+00:00,,,,,,,,
Robert Babicz,Let`s Be Friends (Original Mix),ultimate,4187,2020-08-13 16:53:24.035000+00:00,robertbabicz,"6,951","34,828",152,0.50%,166.25,6.70,174
Rochy RD,"Gotico (with Ceky Viciny, Hussein, El Cherry Scom)",ultimate,8172,2020-08-14 03:07:54.812000+00:00,rochyrd,"3,867","1,638,028","3,010",0.23%,"3,729.00",59.2,3767
Rod Wave,Rags2Riches (feat. ATR Son Son),rap,12900000,2020-08-12 20:19:21.098000+00:00,rodwave,49,"137,655",32,11.43%,"14,879.10",854.04,15734
Roddy Ricch,The Box,rap,129000000,2020-08-12 20:16:56.411000+00:00,roddyricch,10,"6,432,153",76,21.43%,"1,355,050.00","23,669.20",1378410
Roll Deep,Green Light,rap,16800,2020-08-12 21:02:29.496000+00:00,rolldeepofficial,,,,,,,
Rolo Tomassi,A Flood of Light,ultimate,17,2020-08-13 03:27:57.600000+00:00,,,,,,,,
Romare,The River (Edit),indie,4264,2020-08-11 00:29:41.812000+00:00,,,,,,,,
Ron Suno,Pinocchio,rap,4720000,2020-08-12 19:39:52.492000+00:00,ronsuno,264,"984,419",192,6.04%,"58,681.90",790.65,59459
Rosie Carney,when i look at you.,indie,2744,2020-08-11 18:43:22.708000+00:00,rosiecarney,79,"8,127",359,7.59%,600.95,15.65,617
Route 94,My Love (feat. Jess Glynne),ultimate,75100,2020-08-13 16:38:47.448000+00:00,route94,19,"29,002",843,1.78%,502.58,12.58,516
Rowdy Rebel,Computers (feat. Bobby Shmurda),rap,220000,2020-08-12 19:38:37.089000+00:00,realrowdyrebelgs9,,,,,,,
Royal & the Serpent,Overwhelmed,indie,327000,2020-08-11 01:32:52.032000+00:00,royalandtheserpent,90,"9,737",866,6.94%,642.85,33.35,676
Rubi Rose,He In His Feelings,rap,1735,2020-08-11 23:27:52.698000+00:00,therubirose,643,"1,739,192",406,12.72%,"218,888.00","2,299.90",221225
Rudimental,Waiting All Night (feat. Ella Eyre),rap,8780000,2020-08-12 21:00:40.474000+00:00,rudimentaluk,93,"224,935",651,0.49%,"1,081.35",31.15,1102
Rushy,Need Money,rap,353,2020-08-12 19:34:49.481000+00:00,rushyfromthe3,58,"21,524",783,11.61%,"2,428.90",69.75,2499
Ryan Destiny,Do You,ultimate,14500,2020-08-14 03:52:00.141000+00:00,ryandestiny,306,"2,423,863","1,515",7.33%,"176,647.00","1,019.95",177669
S U N R A Y Y S,"SUNRAYYS - ""Anywhere Else""",ultimate,5,2020-08-14 03:02:31.867000+00:00,sunrayysmusic,,,,,,,
S.DotBrim🅱️,Duke Deuce & Mulatto - Kirk Franklin,rap,2803,2020-08-12 20:41:17.727000+00:00,,,,,,,,
S1,Rockstar Diva (feat. Peter Xan),rap,14600,2020-08-12 20:22:42.079000+00:00,,,,,,,,
S1mba,Rover (feat. DTG),rap,6240000,2020-08-12 20:33:17.168000+00:00,s1mbamusic,2,"45,917","1,625",11.70%,"5,178.00",195,5372
SAINT MOTEL,SAINT MOTEL - My Type,indie,5030000,2020-08-11 14:06:30.834000+00:00,saintmotel,202,"70,061","1,080",4.90%,"3,408.95",21.85,3433
SAINt JHN,SAINt JHN - Roses Remix (feat. Future),rap,881000,2020-08-12 20:20:58.724000+00:00,saintjhn,33,"517,969",101,7.18%,"36,513.80",687.45,37190
SEA,SEA & Rnla - I can't get over (feat. Vallin & yaeow),indie,14000,2020-08-11 00:51:54.879000+00:00,sea_musique,14,"1,195",65,19.05%,202.50,25.14,228
SEA GIRLS,All I Want To Hear You Say,indie,468,2020-08-11 03:00:06.672000+00:00,sonicseagirls,540,"36,900",189,4.13%,"1,505.85",19.3,1524
SEAN INSIDE OUT,TOM PARR - 4AM - SEAN INSIDE OUT REMIX **FREE DL**,ultimate,173,2020-08-14 00:05:05.876000+00:00,,,,,,,,
SHORELINE MAFIA,How We Do It (feat. Wiz Khalifa),rap,414000,2020-08-12 20:40:03.088000+00:00,ohgeesy,107,"1,254,531",430,11.13%,"138,288.00","1,399.90",139629
SHOSH,Get Down -SHOSH,indie,1985,2020-08-11 00:31:06.148000+00:00,,,,,,,,
SHiiKANE,This Year,rap,0,2020-08-11 23:23:48.212000+00:00,,,,,,,,
SKEPTA,"Skepta, Chip & Young Adz - St Tropez",rap,69000,2020-08-12 20:37:01.031000+00:00,skeptagram,,,,,,,
SKI MASK THE SLUMP GOD,Burn The Hoods,rap,1080000,2020-08-12 19:45:34.181000+00:00,skimask_stokeleyy,439,"67,356",95,--,0,0,#VALUE!
SL,Little Bird,rap,74300,2020-08-12 19:41:11.241000+00:00,slowthai,10,"455,979",316,24.63%,"111,323.00",969.4,112308
SOFI TUKKER,SOFI TUKKER & Gorgon City - House Arrest,ultimate,251000,2020-08-13 03:34:30.434000+00:00,sofitukker,740,"303,727",458,4.04%,"11,944.00",327.55,12271
SPECTOR,Celestine,indie,0,2020-08-11 02:54:48.427000+00:00,spectagram,,,,,,,
STIIR,Cityside,indie,554,2020-08-11 02:51:18.851000+00:00,,,,,,,,
SVDDEN DEATH,SVDDEN DEATH & SOMNIUM SOUND - LOSING IT EDIT,ultimate,701000,2020-08-13 16:38:41.808000+00:00,svddendeath,162,"246,791",418,7.30%,"17,456.40",549.75,18016
SWIM DEEP,Honey,indie,6887,2020-08-11 14:02:53.212000+00:00,swimdeepbaby,"1,357","41,706",246,3.05%,"1,263.45",9.15,1272
SYCO(WALLRYHMES),S.O.T.L......(smoken on the low),rap,2102,2020-08-12 20:47:51.129000+00:00,syco,"1,456","130,700",183,1.40%,"1,417.00",407.8,1830
Saint Saviour,For My Love,indie,528,2020-08-11 02:50:46.579000+00:00,saintsaviour,75,"2,363",268,7.49%,164.1,12.8,177
Saint Sister,Dynamite,indie,462,2020-08-11 18:42:49.258000+00:00,saint_sister_,886,"11,332",462,2.19%,244.1,4,248
Sam Hawcroft,The Smiths - There is a light that never goes out (cover),ultimate,97,2020-08-14 02:58:24.187000+00:00,samhawcr0ft,491,"1,433","1,174",6.26%,0,0,90
Sam Wills,Undercover,ultimate,4380,2020-08-13 01:07:39.804000+00:00,samwillsmusic,437,"8,732",668,4.86%,403.75,20.8,424
Sammy Porter,"Eivissa, You & Me",ultimate,4475,2020-08-13 16:42:14.194000+00:00,iamsammyporter,"2,208","53,287","7,427",1.32%,677.75,25.95,703
Sams 4 Christ (SA & RA),Stars Bright,ultimate,903,2020-08-16 18:21:08.673000+00:00,sams4christ,15,"5,107",481,--,0,0,#VALUE!
Sara Kays,Home for the Summer,indie,88600,2020-08-11 00:52:04.192000+00:00,sarakaysmusic,55,"60,105","1,417",10.69%,"6,255.90",169.6,6425
Sasha Go Hard,RONDO (PROD. BY TONY ROCHE OF ODD COUPLE),rap,24700,2020-08-12 19:38:56.444000+00:00,sashagohard,134,"131,213","1,014",1.72%,"2,197.50",60,2257
Saweetie,Pretty Bitch Freestyle,rap,302000,2020-08-11 23:26:41.630000+00:00,saweetie,"1,123","7,272,884",864,8.37%,"604,574.00","4,476.40",608740
Scantraxx,The Prophet - Wanna Play (270 BPM Terror Edit),ultimate,4030,2020-08-14 00:04:55.112000+00:00,scantraxx,"3,177","94,418",144,0.81%,752.3,13.2,765
Scribz Riley,Impress Me (feat. Headie One),rap,10900,2020-08-12 20:23:38.452000+00:00,scribzriley,57,"13,760",996,7.97%,"1,045.60",50.5,1097
Scuba,Scuba - Never Forget (Effy Remix),indie,1408,2020-08-11 00:46:42.153000+00:00,scubaofficial,"1,416","35,615",790,0.38%,127.85,6.45,135
Seb Zito,2020 (Radio Edit),ultimate,2374,2020-08-13 16:44:37.278000+00:00,sebzito,850,"34,198","2,218",2.08%,677.1,33.4,711
Secret operations,Reflect,ultimate,1677,2020-08-16 19:08:31.711000+00:00,,,,,,,,
Selected.,Sam Robs & Kelvin Wood - No Scrubs,ultimate,227000,2020-08-13 03:32:40.664000+00:00,selectedofficial,784,"91,848",0,1.36%,"1,227.85",18.7,1249
Session Victim,Needledrop,indie,1744,2020-08-11 00:44:29.355000+00:00,session_victim,694,"12,821","2,434",1.20%,150.55,3.65,154
Sha The Introvert,Jacquees & Chris Brown - Put In Work (slowed + reverb),ultimate,10100,2020-08-14 03:50:22.497000+00:00,,,,,,,,
Shadow Child,Shadow Child - Mars,ultimate,4573,2020-08-13 16:42:51.321000+00:00,shdwchld,"6,284","37,700","2,506",0.63%,227.95,10.75,238
Shall Not Fade,TIN007 // V/A - Time Is Now Allstars Vol.1 EP,ultimate,2610,2020-08-16 19:08:15.461000+00:00,shallnotfade,"1,018","14,059",101,2.48%,336.60,12.25,349
Shane G Music,Shane G ft Chip O'Toole - Flying High,ultimate,14300,2020-08-14 03:53:59.495000+00:00,shanegmusic,,,,,,,
Shayne Brown,Juice WRLD - Conversations,rap,750000,2020-08-12 20:18:59.516000+00:00,shaynebrown,16,"2,702",508,6.15%,146.88,19.19,166
Sheff G,"No Suburban, Pt. 2",rap,4140000,2020-08-12 19:36:04.602000+00:00,sheff_g,49,"502,833",618,14.41%,"70,907.60","1,546.45",72458
Shift K3Y,I Know (Radio Edit),ultimate,0,2020-08-13 16:39:19.256000+00:00,shiftk3y,165,"17,179",889,2.34%,376.75,25.35,402
Shinichi Atobe,Heat 1,ultimate,596,2020-08-13 23:45:19.729000+00:00,,,,,,,,
Shiny Tiger,When It's Autumn (With Introduction),ultimate,45,2020-08-14 02:59:37.922000+00:00,shinytigermusic,,,,,,,
Shivum Sharma,Ride,ultimate,1620,2020-08-13 01:05:37.378000+00:00,s.hivum,,,,,,,
ShyFX,Warning (feat. Gappy Ranks) (Bou Remix),ultimate,88900,2020-08-13 03:36:02.661000+00:00,shyfx,9,"91,247",746,5.04%,"4,403.44",198.44,4599
Sian Michelle,Comatose by Jxdn Cover,ultimate,1751,2020-08-13 14:58:58.743000+00:00,sianmichelleofficial,,,,,,,
Silk Music,Claes Rosen - One-Sided Love,ultimate,3637,2020-08-13 16:47:46.373000+00:00,silk.music,741,"11,595",392,0.96%,106.8,4.85,111
Sinead O'Brien,Strangers in Danger,indie,90,2020-08-11 01:32:57.159000+00:00,_sineadobrien_,330,"3,269",590,6.17%,197.85,3.7,202
SineadHarnettMusic,Stickin' (feat. Masego & VanJess),ultimate,10600,2020-08-13 01:06:04.711000+00:00,sineadharnett,261,"235,368",994,5.26%,"12,092.20",298.9,12380
Sineadddꨄ,Hard Bass SLUT,ultimate,3898,2020-08-13 23:58:28.127000+00:00,,,,,,,,
Sinister Sounds | Records,Sophia Essel & DaniCW - My Love (PRE ORDER - PRE SAVE),ultimate,413,2020-08-13 16:41:00.653000+00:00,sinistersoundsr,134,"4,766","7,482",1.25%,57.40,2.4,60
Sirup Music,Troste - Rabiosa,ultimate,68200,2020-08-13 16:55:15.269000+00:00,sirupmusic,"2,164","18,982","1,285",0.58%,105.50,4.40,110
Skip Marley,Slow Down,ultimate,685000,2020-08-13 01:11:21.040000+00:00,skipmarley,596,"478,508",190,1.77%,"8,306.90",145.15,8470
Sky McCreery,if you leave,indie,36900,2020-08-11 00:52:39.311000+00:00,skymccreery,29,"34,652",275,19.96%,"6,764.55",153.65,6917
Sleepy Hallow,Deep End Freestyle ft. Fousheé,rap,8890000,2020-08-12 19:36:12.125000+00:00,_sleepyhallow_,28,"312,037",677,17.37%,"52,983.20","1,217.15",54201
Smoove L,Apollo,rap,7327,2020-08-12 19:36:38.798000+00:00,smoovel_4,32,"190,303",49,13.12%,"24,215.10",745.05,24968
Smuggzy Ace,Sticks On Sticks,rap,4495,2020-08-12 19:41:25.999000+00:00,smuggzyace,20,"54,923",344,8.95%,"4,816.33",97.83,4916
Snapz,Black Widow (Prod. By Snapz & Blasian Beats),ultimate,1413,2020-08-16 19:03:09.085000+00:00,snapz,33,"6,782",462,4.53%,271.7,35.85,307
Snowing Throw,Snowing Throw – The Folly Of Pangloss,indie,0,2020-08-11 00:30:01.580000+00:00,snowingtheband,31,"1,740",1,15.24%,0,0,265
Soakofficial,Bloodbuzz Ohio,indie,366,2020-08-11 18:47:15.013000+00:00,,,,,,,,
Soccer Mommy,bloodstream,indie,28300,2020-08-11 18:40:40.826000+00:00,soccermommyband,281,"93,780",334,7.50%,"6,970.30",64.9,7034
Sody,is your bedroom ceiling bored?,indie,4854,2020-08-11 00:53:34.846000+00:00,sody,54,"44,390",421,8.46%,"3,694.95",59.9,3755
Somebody's Child,We Could Start A War,indie,2556,2020-08-11 01:28:38.549000+00:00,somebodyschildartist,292,"2,733",309,6.83%,180.1,6.5,187
Son Little,neve give up,indie,5629,2020-08-11 18:46:15.183000+00:00,sonlittlemusic,211,"14,302",832,4.87%,664.45,32,697
Songhoy Blues,Worry,ultimate,260,2020-08-13 03:17:10.209000+00:00,songhoyblues,,,,,,,
Sonny Fodera,"Sonny Fodera, Dom Dolla - Moving Blind",ultimate,19300,2020-08-13 16:42:18.926000+00:00,sonnyfodera,292,"208,814",453,3.07%,"6,239.80",175.1,6411
Sorcha Richardson,First Prize Bravery,indie,0,2020-08-11 18:45:01.617000+00:00,sorcha.richardson,346,"4,667",758,5.13%,231.12,8.24,239
Sound Vessel Records,SVR105 : Processing Vessel - Transit of Venus (Original Mix),ultimate,404,2020-08-13 16:47:10.781000+00:00,soundvesselrecords,"2,221","8,744",849,0.57%,46.8,2.8,50
Spacey Jane,Booster Seat,indie,3017,2020-08-11 18:43:49.138000+00:00,spacey_jane,312,"43,170",317,18.46%,"7,873.65",96.9,7969
Sparkos (NEW),Gbxtrahard25.7.20,ultimate,3623,2020-08-14 00:00:57.617000+00:00,,,,,,,,
Speelburg,World Is Falling Apart (this version),indie,30,2020-08-11 01:33:22.676000+00:00,speelburg,240,"3,438","2,765",3.05%,99.8,5.1,105
Spinnin' Records,Kim Kaey - Chance To Dance [OUT NOW],ultimate,19200,2020-08-13 03:38:03.473000+00:00,spinninrecords,"9,202","3,318,927",339,0.42%,"13,971.00",120.65,13939
Sports Team,The Races,indie,0,2020-08-11 02:57:13.608000+00:00,sportsteam,210,"36,386",1,14.66%,"5,249.60",85.95,5334
Spring King,Who Are You?,indie,1384,2020-08-11 13:53:33.327000+00:00,springkingmusic,769,"10,288",192,6.65%,649.05,35.3,684
St Francis Hotel,Milkshake (feat. Portugal. The Man),indie,1787,2020-08-11 20:14:57.849000+00:00,stfrancishotel,,,,,,,
Stace Cadet,Energy,ultimate,2111,2020-08-13 03:32:55.012000+00:00,stacecadetmusic,235,"3,404","1,014",4.68%,139.05,20.3,159
Stamina Crew,GreenzXVincy(When Worlds Collide Mix),ultimate,668,2020-08-16 19:14:58.968000+00:00,stamina_crew,,,,,,,
StaySolidRocky,Party Girl (Remix),rap,1010000,2020-08-12 20:18:29.095000+00:00,staysolidrocky,16,"113,716","2,721",6.39%,"7,072.47",194.2,7266
Steel Banglez,Your Lovin' (feat. MØ & Yxng Bane),rap,107000,2020-08-12 20:29:03.333000+00:00,steelbanglez,33,"269,602","2,151",9.95%,0,0,26825
Stereo Honey,What Makes a Man,indie,3,2020-08-11 00:24:44.143000+00:00,stereo_honey,444,"4,123",541,10.53%,411.9,22.25,434
Stereophonics Official,Dakota,indie,65200,2020-08-11 14:00:13.124000+00:00,stereophonicsofficial,769,"166,108",0,3.30%,"5,316.55",162.8,5482
Steve Wilson,DJ Q vs Mr Vegas - They Haven't Got A Sensi - Steve Wilson Mashup (Free Download)!,ultimate,221,2020-08-16 19:08:26.436000+00:00,stevenwilsonhq,489,"159,481",202,5.62%,"8,839.05",123.1,8963
Stormzy1,Vossi Bop,rap,12900000,2020-08-12 20:28:02.326000+00:00,,,,,,,,
Straight Outta Ludhiana⚡️,GOAT DILJIT DOSANJH,ultimate,333000,2020-08-13 23:53:31.526000+00:00,,,,,,,,
Strange Brew,Strange Brew #220 Time Difference,indie,134,2020-08-11 18:44:02.600000+00:00,strangebrewmusic,388,"5,759","3,362",--,0,0,#VALUE!
Sub Focus,Just Hold On (Sub Focus & Wilkinson),indie,45600,2020-08-11 00:27:11.989000+00:00,subfocus,,,,,,,
Sub Zero,Young T & Bugsey - Bully Beef (ft. Fredo) GRM Daily,rap,24100,2020-08-12 20:23:47.840000+00:00,subzeroandwolf,614,"59,890",297,1.19%,700.6,10.9,713
Sudan Archives,Glorious (Nídia Remix),indie,262,2020-08-11 00:31:25.240000+00:00,sudanarchives,,,,,,,
Summer Walker,My Affection (with PARTYNEXTDOOR),rap,1220000,2020-08-12 19:33:44.545000+00:00,summerwalker,83,"2,990,873",1,4.80%,"141,403.00","2,110.20",143562
Sunship Balloon,A4 Life,indie,158,2020-08-11 01:29:14.164000+00:00,sunshipballoon,67,"1,963",109,9.11%,0,0,179
Surf Mesa,ily (i love you baby) (Topic Remix) [feat. Emilee],ultimate,58800,2020-08-13 03:35:01.111000+00:00,surfmesa,43,"71,470","1,118",11.76%,"8,218.10",188.9,8405
Swedish House Mafia,Miami 2 Ibiza (Radio Edit),rap,14300,2020-08-12 21:11:38.679000+00:00,swedishhousemafia,1,"877,231",3,2.97%,"26,074.00",0,26054
Sweet Space,PREMIERE: Yamil - Erhu (Original Mix) [Low Groove Records],ultimate,5819,2020-08-13 16:52:32.122000+00:00,sweet_spacemusic,,,,,,,
Sydney Renae,"Sydney Renae - ""Can I"" (Kehlani Remix)",ultimate,17700,2020-08-16 18:23:22.700000+00:00,sydneyrenaem,35,"208,682",298,2.61%,"5,322.15",133.2,5447
Sylvan Esso,Ferris Wheel,indie,5244,2020-08-11 01:32:44.985000+00:00,sylvanesso,26,"111,050",294,5.41%,"5,926.95",76.65,6008
T2,Heartbroken (Edit),rap,942,2020-08-12 20:51:06.334000+00:00,,,,,,,,
TASH SULTANA,Pretty Lady,indie,33700,2020-08-11 18:45:21.693000+00:00,tashsultanaofficial,110,"1,079,192",972,3.60%,"38,395.60",400.8,38851
TAY MONEY,Bussin 2.0,rap,19800,2020-08-11 23:28:28.804000+00:00,taymoneyduh,258,"407,203",670,11.65%,"46,773.20",649.75,47439
TBA FM,Omar S - The Sound Of Neptune,ultimate,177,2020-08-13 16:44:55.020000+00:00,,,,,,,,
TCTS,Better Without You (feat. Glowie),ultimate,4037,2020-08-13 03:31:52.551000+00:00,tctsofficial,265,"8,670","1,245",3.84%,319.70,13.5,333
THE FEVER 333,SUPREMACY,ultimate,3210,2020-08-13 03:16:43.344000+00:00,tvfqtiyapa,"6,227","1,476,207",77,1.14%,"16,639.90",191.1,16829
THE FUTURE OF MAKINA OFFICIAL,Ariana Grande - Touch It (Dmb 2020 Remix),ultimate,729,2020-08-16 19:07:34.185000+00:00,,,,,,,,
THE HUNNA,I Wanna Know,ultimate,2024,2020-08-13 15:07:45.366000+00:00,thehunnaband,"1,569","100,945","1,597",2.88%,"2,851.05",55.15,2907
THE SCOTTS,"THE SCOTTS, Travis Scott & Kid Cudi - THE SCOTTS",rap,13900000,2020-08-12 20:16:00.913000+00:00,kidcudi,,,,,,,
THEY.,Play Fight w/ Tinashe,ultimate,90900,2020-08-13 00:56:59.326000+00:00,they,32,"141,209",88,4.61%,"6,350.05",160.3,6510
THYLACINE,Satie I,indie,2041,2020-08-11 00:43:35.804000+00:00,thylacine_music,296,"28,254",424,7.53%,"2,082.65",44,2128
TONY NJOKU,BSD YRSLF,indie,48,2020-08-11 00:46:20.182000+00:00,,,,,,,,
TRAVE DJ 2.0,Plan B - Fanática Sensual (Trave DJ x Juanma Flores x Dj Nev Remix),ultimate,3184,2020-08-16 19:12:05.199000+00:00,travedj,,,,,,,
TRICK,Patrick Topping - Rocket Fuel TRICK010,ultimate,47700,2020-08-13 16:42:44.413000+00:00,trickdaddydollars,"3,292","741,663","7,495",1.09%,"7,704.25",413.7,8084
TRYBESof,Lost Desert & Lee Burridge - Vutuka feat. Junior (Snippet),ultimate,15300,2020-08-13 16:50:33.968000+00:00,trybesof,49,"2,532",20,--,0,0,#VALUE!
TTRRUUCES,I'm Alive,indie,4672,2020-08-11 01:30:09.376000+00:00,ttrruuces,,,,,,,
Taio Cruz Official,Dynamite,rap,319000,2020-08-12 21:10:50.544000+00:00,taiocruz,,,,,,,
Tame Impala,The Less I Know The Better,indie,14000000,2020-08-11 14:01:42.830000+00:00,tameimpala,386,"2,029,869",213,12.23%,"245,635.00","2,656.25",248253
Tamera,Flipside,rap,5359,2020-08-12 20:24:25.060000+00:00,tamera,67,"87,098","1,179",1.88%,"1,562.00",71.8,1637
Tana,"Ride & Clutch, Pt. 2",rap,12100,2020-08-12 19:34:39.008000+00:00,tanamongeau,"1,038","5,463,238","2,038",10.74%,"582,687.00","3,921.80",586752
Tate McRae,you broke me first,indie,1710000,2020-08-11 01:00:55.979000+00:00,tatemcrae,"1,422","1,111,558","1,323",7.52%,"82,798.80",748.4,83589
Tayo Sound,Cold Feet,indie,36800,2020-08-11 01:29:09.889000+00:00,tayosound,,,,,,,
Teamsalut,Boom Bam,rap,971,2020-08-11 23:21:15.123000+00:00,teamsalut,107,"21,015",976,1.11%,216.7,15.9,233
Tee Grizzley,Lions & Eagles (feat. Meek Mill),rap,79900,2020-08-12 20:45:11.444000+00:00,tee_grizzley,0,715,40,--,0,0,#VALUE!
TehDrummaBoi,satellites* * (Enter Shikari Cover),ultimate,19,2020-08-13 03:20:41.873000+00:00,,,,,,,,
Ten Walls,Ten Walls - Mas,ultimate,15500,2020-08-13 16:52:39.239000+00:00,tenwallslive,,,,,,,
Tenesha The Wordsmith,I Dream So Loud,indie,25,2020-08-11 00:31:45.565000+00:00,tsmithdouglas,,,,,,,
Teqkoi,Lokel x Teqkoi - Love Me Like A Fool (ft. Annamarie Rosanio),indie,17500,2020-08-11 00:55:09.546000+00:00,teqkoi,12,"13,490",302,10.72%,"1,413.50",32.17,1446
Teyana Taylor,Boomin (feat. Future & Missy Elliott),ultimate,42900,2020-08-13 01:12:22.407000+00:00,teyanataylor,"4,030","11,066,848","1,076",4.37%,"478,926.00","4,883.45",483621
The Academic,Bear Claws,indie,68100,2020-08-11 13:53:55.393000+00:00,,,,,,,,
The Academic,Bear Claws,indie,68100,2020-08-11 13:53:55.393000+00:00,theacademic,989,"48,232","1,004",4.80%,"2,297.20",18.85,2315
The Amazons,Doubt It,indie,1801,2020-08-11 02:53:32.285000+00:00,theamazons,"1,266","45,185",493,4.01%,"1,788.55",22,1812
The Auteurs,New French Girlfriend,indie,65,2020-08-11 14:10:55.989000+00:00,,,,,,,,
The Automatic Automatic,Monster,indie,2720,2020-08-11 14:09:02.895000+00:00,,,,,,,,
